"Plot Title: 2373807"
"#","Date Time, GMT-07:00","Temp, C","RH, %","Batt, V","Coupler Detached","Coupler Attached","Stopped","End Of File"
1,02/07/12 12:39:14 PM,8.020,100.000,3.41,Logged,,,
2,02/07/12 01:09:14 PM,8.020,100.000,3.41,,,,
3,02/07/12 01:39:14 PM,7.970,100.000,3.41,,,,
4,02/07/12 02:09:14 PM,7.970,100.000,3.41,,,,
5,02/07/12 02:39:14 PM,8.195,100.000,3.41,,,,
6,02/07/12 03:09:14 PM,8.568,100.000,3.41,,,,
7,02/07/12 03:39:14 PM,8.767,100.000,3.41,,,,
8,02/07/12 04:09:14 PM,8.817,100.000,3.41,,,,
9,02/07/12 04:39:14 PM,8.668,100.000,3.41,,,,
10,02/07/12 05:09:14 PM,8.668,100.000,3.41,,,,
11,02/07/12 05:39:14 PM,8.618,100.000,3.41,,,,
12,02/07/12 06:09:14 PM,8.519,100.000,3.41,,,,
13,02/07/12 06:39:14 PM,8.419,100.000,3.41,,,,
14,02/07/12 07:09:14 PM,8.270,100.000,3.41,,,,
15,02/07/12 07:39:14 PM,8.220,100.000,3.41,,,,
16,02/07/12 08:09:14 PM,8.120,100.000,3.41,,,,
17,02/07/12 08:39:14 PM,8.020,100.000,3.41,,,,
18,02/07/12 09:09:14 PM,7.795,100.000,3.41,,,,
19,02/07/12 09:39:14 PM,7.469,100.000,3.41,,,,
20,02/07/12 10:09:14 PM,7.167,100.000,3.41,,,,
21,02/07/12 10:39:14 PM,6.990,100.000,3.41,,,,
22,02/07/12 11:09:14 PM,6.788,100.000,3.41,,,,
23,02/07/12 11:39:14 PM,6.484,100.000,3.41,,,,
24,02/08/12 12:09:14 AM,6.128,100.000,3.41,,,,
25,02/08/12 12:39:14 AM,5.847,100.000,3.41,,,,
26,02/08/12 01:09:14 AM,5.514,100.000,3.41,,,,
27,02/08/12 01:39:14 AM,5.179,100.000,3.40,,,,
28,02/08/12 02:09:14 AM,4.921,100.000,3.40,,,,
29,02/08/12 02:39:14 AM,4.740,100.000,3.40,,,,
30,02/08/12 03:09:14 AM,4.610,100.000,3.40,,,,
31,02/08/12 03:39:14 AM,4.584,100.000,3.40,,,,
32,02/08/12 04:09:14 AM,4.480,100.000,3.40,,,,
33,02/08/12 04:39:14 AM,4.272,100.000,3.40,,,,
34,02/08/12 05:09:14 AM,4.141,100.000,3.40,,,,
35,02/08/12 05:39:14 AM,3.958,100.000,3.40,,,,
36,02/08/12 06:09:14 AM,3.722,100.000,3.40,,,,
37,02/08/12 06:39:14 AM,3.617,100.000,3.40,,,,
38,02/08/12 07:09:14 AM,3.485,100.000,3.40,,,,
39,02/08/12 07:39:14 AM,3.301,100.000,3.40,,,,
40,02/08/12 08:09:14 AM,3.142,100.000,3.38,,,,
41,02/08/12 08:39:14 AM,3.089,100.000,3.38,,,,
42,02/08/12 09:09:14 AM,3.036,100.000,3.38,,,,
43,02/08/12 09:39:14 AM,3.142,100.000,3.38,,,,
44,02/08/12 10:09:14 AM,3.354,100.000,3.38,,,,
45,02/08/12 10:39:14 AM,3.775,100.000,3.40,,,,
46,02/08/12 11:09:14 AM,4.454,100.000,3.40,,,,
47,02/08/12 11:39:14 AM,5.231,100.000,3.40,,,,
48,02/08/12 12:09:14 PM,6.661,100.000,3.40,,,,
49,02/08/12 12:39:14 PM,7.845,100.000,3.41,,,,
50,02/08/12 01:09:14 PM,8.469,100.000,3.41,,,,
51,02/08/12 01:39:14 PM,8.866,100.000,3.41,,,,
52,02/08/12 02:09:14 PM,9.188,100.000,3.41,,,,
53,02/08/12 02:39:14 PM,9.238,100.000,3.41,,,,
54,02/08/12 03:09:14 PM,9.558,100.000,3.43,,,,
55,02/08/12 03:39:14 PM,10.345,100.000,3.43,,,,
56,02/08/12 04:09:14 PM,9.780,100.000,3.43,,,,
57,02/08/12 04:39:14 PM,9.657,100.000,3.43,,,,
58,02/08/12 05:09:14 PM,9.731,100.000,3.43,,,,
59,02/08/12 05:39:14 PM,9.903,100.000,3.43,,,,
60,02/08/12 06:09:14 PM,9.460,100.000,3.43,,,,
61,02/08/12 06:39:14 PM,8.916,100.000,3.43,,,,
62,02/08/12 07:09:14 PM,8.444,100.000,3.41,,,,
63,02/08/12 07:39:14 PM,7.970,100.000,3.41,,,,
64,02/08/12 08:09:14 PM,7.594,100.000,3.41,,,,
65,02/08/12 08:39:14 PM,7.217,100.000,3.41,,,,
66,02/08/12 09:09:14 PM,6.813,100.000,3.41,,,,
67,02/08/12 09:39:14 PM,6.585,100.000,3.41,,,,
68,02/08/12 10:09:14 PM,6.458,100.000,3.41,,,,
69,02/08/12 10:39:14 PM,6.382,100.000,3.41,,,,
70,02/08/12 11:09:14 PM,6.281,100.000,3.41,,,,
71,02/08/12 11:39:14 PM,6.179,100.000,3.41,,,,
72,02/09/12 12:09:14 AM,5.975,100.000,3.41,,,,
73,02/09/12 12:39:14 AM,5.796,100.000,3.41,,,,
74,02/09/12 01:09:14 AM,5.642,100.000,3.41,,,,
75,02/09/12 01:39:14 AM,5.565,100.000,3.40,,,,
76,02/09/12 02:09:14 AM,5.385,100.000,3.40,,,,
77,02/09/12 02:39:14 AM,5.282,100.000,3.40,,,,
78,02/09/12 03:09:14 AM,4.973,100.000,3.40,,,,
79,02/09/12 03:39:14 AM,4.895,100.000,3.40,,,,
80,02/09/12 04:09:14 AM,4.869,100.000,3.40,,,,
81,02/09/12 04:39:14 AM,4.766,100.000,3.40,,,,
82,02/09/12 05:09:14 AM,4.506,100.000,3.40,,,,
83,02/09/12 05:39:14 AM,4.115,100.000,3.40,,,,
