"Plot Title: HydroWatch_10042554"
"#","Date Time, GMT-08:00","Temp, C","RH, %","Batt, V","Coupler Detached","Coupler Attached","Stopped","End Of File"
1,02/07/12 11:30:00 AM,8.120,98.768,3.47,Logged,,,
2,02/07/12 11:45:00 AM,8.170,98.733,3.47,,,,
3,02/07/12 12:00:00 PM,8.170,98.782,3.47,,,,
4,02/07/12 12:15:00 PM,8.170,98.880,3.49,,,,
5,02/07/12 12:30:00 PM,8.095,98.909,3.49,,,,
6,02/07/12 12:45:00 PM,8.120,98.965,3.49,,,,
7,02/07/12 01:00:00 PM,8.120,98.965,3.49,,,,
8,02/07/12 01:15:00 PM,8.145,98.972,3.49,,,,
9,02/07/12 01:30:00 PM,8.394,99.140,3.49,,,,
10,02/07/12 01:45:00 PM,8.419,99.049,3.49,,,,
11,02/07/12 02:00:00 PM,8.668,99.167,3.49,,,,
12,02/07/12 02:15:00 PM,8.792,99.202,3.49,,,,
13,02/07/12 02:30:00 PM,8.866,99.272,3.49,,,,
14,02/07/12 02:45:00 PM,8.916,99.262,3.49,,,,
15,02/07/12 03:00:00 PM,8.916,99.286,3.49,,,,
16,02/07/12 03:15:00 PM,8.866,99.322,3.49,,,,
17,02/07/12 03:30:00 PM,8.792,99.301,3.49,,,,
18,02/07/12 03:45:00 PM,8.767,99.294,3.49,,,,
19,02/07/12 04:00:00 PM,8.792,99.399,3.49,,,,
20,02/07/12 04:15:00 PM,8.817,99.406,3.49,,,,
21,02/07/12 04:30:00 PM,8.767,99.441,3.49,,,,
22,02/07/12 04:45:00 PM,8.717,99.501,3.49,,,,
23,02/07/12 05:00:00 PM,8.668,99.463,3.49,,,,
24,02/07/12 05:15:00 PM,8.668,99.512,3.49,,,,
25,02/07/12 05:30:00 PM,8.593,99.540,3.49,,,,
26,02/07/12 05:45:00 PM,8.519,99.568,3.49,,,,
27,02/07/12 06:00:00 PM,8.419,99.589,3.49,,,,
28,02/07/12 06:15:00 PM,8.369,99.599,3.49,,,,
29,02/07/12 06:30:00 PM,8.344,99.666,3.49,,,,
30,02/07/12 06:45:00 PM,8.319,99.708,3.49,,,,
31,02/07/12 07:00:00 PM,8.270,99.718,3.49,,,,
32,02/07/12 07:15:00 PM,8.220,99.729,3.49,,,,
33,02/07/12 07:30:00 PM,8.170,99.788,3.49,,,,
34,02/07/12 07:45:00 PM,8.070,99.809,3.49,,,,
35,02/07/12 08:00:00 PM,7.970,99.829,3.49,,,,
36,02/07/12 08:15:00 PM,7.745,99.839,3.49,,,,
37,02/07/12 08:30:00 PM,7.594,99.845,3.49,,,,
38,02/07/12 08:45:00 PM,7.318,99.815,3.49,,,,
39,02/07/12 09:00:00 PM,7.268,99.898,3.49,,,,
40,02/07/12 09:15:00 PM,7.167,99.943,3.49,,,,
41,02/07/12 09:30:00 PM,7.066,99.890,3.49,,,,
42,02/07/12 09:45:00 PM,7.015,99.949,3.49,,,,
43,02/07/12 10:00:00 PM,6.914,99.944,3.49,,,,
44,02/07/12 10:15:00 PM,6.813,99.964,3.49,,,,
45,02/07/12 10:30:00 PM,6.611,99.955,3.49,,,,
46,02/07/12 10:45:00 PM,6.484,99.967,3.49,,,,
47,02/07/12 11:00:00 PM,6.331,99.924,3.49,,,,
48,02/07/12 11:15:00 PM,6.102,99.858,3.49,,,,
49,02/07/12 11:30:00 PM,6.000,99.975,3.47,,,,
50,02/07/12 11:45:00 PM,5.847,99.979,3.47,,,,
51,02/08/12 12:00:00 AM,5.642,99.945,3.47,,,,
52,02/08/12 12:15:00 AM,5.488,99.925,3.47,,,,
53,02/08/12 12:30:00 AM,5.334,99.929,3.47,,,,
54,02/08/12 12:45:00 AM,5.154,99.829,3.47,,,,
55,02/08/12 01:00:00 AM,5.076,99.880,3.47,,,,
56,02/08/12 01:15:00 AM,4.973,99.922,3.47,,,,
57,02/08/12 01:30:00 AM,4.895,99.948,3.47,,,,
58,02/08/12 01:45:00 AM,4.766,100.000,3.47,,,,
59,02/08/12 02:00:00 AM,4.740,100.000,3.47,,,,
60,02/08/12 02:15:00 AM,4.688,100.000,3.47,,,,
61,02/08/12 02:30:00 AM,4.766,100.000,3.47,,,,
62,02/08/12 02:45:00 AM,4.610,100.000,3.47,,,,
63,02/08/12 03:00:00 AM,4.610,100.000,3.47,,,,
64,02/08/12 03:15:00 AM,4.480,100.000,3.47,,,,
65,02/08/12 03:30:00 AM,4.350,100.000,3.47,,,,
66,02/08/12 03:45:00 AM,4.298,100.000,3.47,,,,
67,02/08/12 04:00:00 AM,4.246,100.000,3.47,,,,
68,02/08/12 04:15:00 AM,4.141,100.000,3.47,,,,
69,02/08/12 04:30:00 AM,4.063,100.000,3.47,,,,
70,02/08/12 04:45:00 AM,3.985,100.000,3.47,,,,
71,02/08/12 05:00:00 AM,3.749,100.000,3.47,,,,
72,02/08/12 05:15:00 AM,3.617,100.000,3.47,,,,
73,02/08/12 05:30:00 AM,3.617,100.000,3.47,,,,
74,02/08/12 05:45:00 AM,3.643,100.000,3.47,,,,
75,02/08/12 06:00:00 AM,3.591,100.000,3.47,,,,
76,02/08/12 06:15:00 AM,3.512,100.000,3.47,,,,
77,02/08/12 06:30:00 AM,3.301,100.000,3.47,,,,
78,02/08/12 06:45:00 AM,3.195,100.000,3.47,,,,
79,02/08/12 07:00:00 AM,3.142,100.000,3.47,,,,
80,02/08/12 07:15:00 AM,3.142,100.000,3.47,,,,
81,02/08/12 07:30:00 AM,3.221,100.000,3.47,,,,
82,02/08/12 07:45:00 AM,3.168,100.000,3.47,,,,
83,02/08/12 08:00:00 AM,3.063,100.000,3.47,,,,
84,02/08/12 08:15:00 AM,3.063,100.000,3.47,,,,
85,02/08/12 08:30:00 AM,3.168,100.000,3.47,,,,
86,02/08/12 08:45:00 AM,3.274,100.000,3.47,,,,
87,02/08/12 09:00:00 AM,3.406,100.000,3.47,,,,
88,02/08/12 09:15:00 AM,3.512,100.000,3.47,,,,
89,02/08/12 09:30:00 AM,3.722,100.000,3.47,,,,
90,02/08/12 09:45:00 AM,4.011,100.000,3.47,,,,
91,02/08/12 10:00:00 AM,4.298,100.000,3.47,,,,
92,02/08/12 10:15:00 AM,4.766,100.000,3.47,,,,
93,02/08/12 10:30:00 AM,5.024,100.000,3.47,,,,
94,02/08/12 10:45:00 AM,5.565,100.000,3.47,,,,
95,02/08/12 11:00:00 AM,5.898,100.000,3.47,,,,
96,02/08/12 11:15:00 AM,6.484,100.000,3.47,,,,
97,02/08/12 11:30:00 AM,6.940,100.000,3.47,,,,
98,02/08/12 11:45:00 AM,7.192,100.000,3.49,,,,
99,02/08/12 12:00:00 PM,7.469,100.000,3.49,,,,
100,02/08/12 12:15:00 PM,7.945,100.000,3.49,,,,
101,02/08/12 12:30:00 PM,8.494,100.000,3.49,,,,
102,02/08/12 12:45:00 PM,8.792,100.000,3.49,,,,
103,02/08/12 01:00:00 PM,8.866,100.000,3.49,,,,
104,02/08/12 01:15:00 PM,8.866,100.000,3.49,,,,
105,02/08/12 01:30:00 PM,8.916,100.000,3.49,,,,
106,02/08/12 01:45:00 PM,8.891,100.000,3.49,,,,
107,02/08/12 02:00:00 PM,9.015,100.000,3.49,,,,
108,02/08/12 02:15:00 PM,9.089,100.000,3.49,,,,
109,02/08/12 02:30:00 PM,10.222,100.000,3.49,,,,
110,02/08/12 02:45:00 PM,9.706,99.409,3.49,,,,
111,02/08/12 03:00:00 PM,9.287,99.144,3.49,,,,
112,02/08/12 03:15:00 PM,9.114,100.000,3.49,,,,
113,02/08/12 03:30:00 PM,9.089,100.000,3.49,,,,
114,02/08/12 03:45:00 PM,9.163,100.000,3.49,,,,
115,02/08/12 04:00:00 PM,9.213,100.000,3.49,,,,
116,02/08/12 04:15:00 PM,9.336,100.000,3.49,,,,
117,02/08/12 04:30:00 PM,9.312,100.000,3.49,,,,
